Name,Nation,Team,Position,Age,Playing Time: matches played,Playing Time: starts,Playing Time: minutes,Performance: goals,Performance: assists,Performance: yellow cards,Performance: red cards,Expected: expected goals (xG),Expected: expected Assist Goals (xAG),Progression: PrgC,Progression: PrgP,Progression: PrgR,Per 90 minutes: Gls,Per 90 minutes: Ast,Per 90 minutes: xG,Per 90 minutes: xGA,Performance: goals against per 90mins (GA90),Performance: Save%,Performance: CS%,Penalty Kicks: penalty kicks Save%,Standard: shoots on target percentage (SoT%),Standard: Shoot on Target per 90min (SoT/90),Standard: goals/shot (G/sh),Standard: average shoot distance (Dist),Total: passes completed (Cmp),Total: Pass completion (Cmp%),Total: progressive passing distance (TotDist),Short: Pass completion (Cmp%),Medium: Pass completion (Cmp%),Long: Pass completion (Cmp%),Expected: key passes (KP),Expected: pass into final third (1/3),Expected: pass into penalty area (PPA),Expected: CrsPA,Expected: PrgP,SCA: SCA,SCA: SCA90,GCA: GCA,GCA: GCA90,Tackles: Tkl,Tackles: TklW,Challenges: Att,Challenges: Lost,Blocks: Blocks,Blocks: Sh,Blocks: Pass,Blocks: Int,Touches: Touches,Touches: Def Pen,Touches: Def 3rd,Touches: Mid 3rd,Touches: Att 3rd,Touches: Att Pen,Take-Ons: Att,Take-Ons: Succ%,Take-Ons: Tkld%,Carries: Carries,Carries: ProDist,Carries: ProgC,Carries: 1/3,Carries: CPA,Carries: Mis,Carries: Dis,Receiving: Rec,Receiving: PrgR,Performance: Fls,Performance: Fld,Performance: Off,Performance: Crs,Performance: Recov,Aerial Duels: Won,Aerial Duels: Lost,Aerial Duels: Won%
Luis Sinisterra,COL,Bournemouth,"FW,MF",25,12,1,236,1,1,0,0,1.2,1.4,19,6,38,0.38,0.38,0.46,0.54,N/a,N/a,N/a,N/a,46.2,2.29,0.08,14.8,73,78.5,1067,91.7,68.8,100.0,9,6,2,2,6,14,5.29,1,0.38,7,2,4,4,3,0,3,1,155,7,18,41,96,23,20,40.0,50.0,95,393,19,6,10,6,3,102,38,4,2,1,7,17,3,7,30.0
Luke Shaw,ENG,Manchester Utd,DF,29,4,1,173,0,0,1,0,0.0,0.7,6,18,7,0.00,0.00,0.02,0.37,N/a,N/a,N/a,N/a,0.0,0.00,0.00,23.1,159,84.1,2589,93.5,85.5,60.0,5,12,3,1,18,9,4.68,0,0.00,3,2,1,0,2,1,1,2,204,8,73,94,37,4,1,0.0,100.0,151,386,6,6,0,1,0,161,7,2,0,0,9,9,3,0,100.0
Luke Thomas,ENG,Leicester City,DF,23,11,10,873,0,0,1,0,0.3,0.3,3,30,13,0.00,0.00,0.04,0.03,N/a,N/a,N/a,N/a,0.0,0.00,0.00,16.8,417,79.4,6749,91.9,82.7,43.3,7,27,3,1,30,12,1.24,1,0.10,25,20,32,14,14,6,8,17,644,40,237,313,98,7,5,40.0,60.0,312,484,3,6,1,10,2,362,13,6,6,0,23,36,10,11,47.6
Luke Woolfenden,ENG,Ipswich Town,DF,26,15,12,1187,0,0,2,0,0.0,0.0,7,15,0,0.00,0.00,0.00,0.00,N/a,N/a,N/a,N/a,0.0,0.00,0.00,12.9,496,88.3,9196,96.7,93.8,52.7,0,31,0,0,15,2,0.15,0,0.00,9,6,5,3,21,14,7,19,694,147,407,278,9,3,0,N/a,N/a,368,1249,7,3,0,4,0,442,0,5,2,1,0,38,15,15,50.0
Mads Hermansen,DEN,Leicester City,GK,24,27,27,2385,0,0,1,0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,2.19,64.5,3.7,25.0,N/a,0.00,N/a,N/a,654,61.0,17066,97.4,94.8,32.7,0,20,1,0,1,3,0.11,0,0.00,1,1,1,0,1,0,1,0,1147,831,1106,43,0,0,1,100.0,0.0,734,1904,0,0,0,1,0,625,0,0,3,0,0,17,4,1,80.0
Mads Roerslev,DEN,Brentford,DF,25,19,11,1101,0,2,2,0,0.2,3.0,17,51,54,0.00,0.16,0.02,0.24,N/a,N/a,N/a,N/a,40.0,0.16,0.00,20.8,422,78.7,6925,88.0,79.9,55.1,14,37,11,4,51,21,1.72,2,0.16,18,8,28,17,12,5,7,4,645,49,234,268,146,20,19,36.8,42.1,352,858,17,13,0,9,6,407,54,6,10,0,31,39,10,14,41.7
Malo Gusto,FRA,Chelsea,DF,21,28,19,1819,0,1,4,0,1.7,1.2,48,118,84,0.00,0.05,0.08,0.06,N/a,N/a,N/a,N/a,18.2,0.20,0.00,21.3,1168,86.4,19089,93.1,88.2,61.3,20,107,18,6,118,56,2.77,4,0.20,43,28,47,23,29,8,21,23,1553,57,375,752,438,42,15,26.7,66.7,861,2170,48,35,8,16,17,1047,84,20,18,2,51,114,8,15,34.8
Manuel Akanji,SUI,Manchester City,DF,29,23,20,1744,0,0,3,0,0.7,0.4,38,138,6,0.00,0.00,0.04,0.02,N/a,N/a,N/a,N/a,10.0,0.05,0.00,16.3,1427,93.9,23477,95.9,95.4,75.3,9,153,11,2,138,34,1.75,2,0.10,16,11,13,5,11,8,3,7,1635,111,487,797,353,11,2,100.0,0.0,1071,3362,38,52,0,4,5,1291,6,16,9,0,11,89,26,29,47.3
Manuel Ugarte Ribeiro,URU,Manchester Utd,MF,24,26,20,1616,1,1,9,0,1.0,1.1,12,55,19,0.06,0.06,0.05,0.06,N/a,N/a,N/a,N/a,16.7,0.17,0.06,22.0,715,87.5,11713,89.2,93.3,74.0,9,52,9,3,55,30,1.67,3,0.17,70,43,60,35,27,3,24,25,1047,40,300,575,190,15,31,54.8,32.3,599,1155,12,12,1,29,24,650,19,35,31,0,7,111,17,18,48.6
Marc Cucurella,ESP,Chelsea,DF,26,32,29,2628,4,1,10,1,2.6,1.9,30,104,108,0.14,0.03,0.09,0.06,N/a,N/a,N/a,N/a,40.9,0.31,0.18,16.5,1529,88.0,24117,93.9,90.0,57.4,18,108,12,3,104,46,1.58,5,0.17,58,38,50,25,40,13,27,23,2014,100,603,933,486,72,13,30.8,53.8,864,2105,30,17,2,26,6,1259,108,33,32,3,29,110,29,51,36.3
Marc Guéhi,ENG,Crystal Palace,DF,24,32,32,2879,3,2,9,1,1.9,1.2,22,126,8,0.09,0.06,0.06,0.04,N/a,N/a,N/a,N/a,50.0,0.22,0.21,10.3,1377,83.3,26335,91.1,88.8,55.3,12,127,11,3,126,38,1.19,5,0.16,56,31,45,15,53,22,31,25,1994,292,987,881,137,31,14,78.6,14.3,1065,2804,22,17,1,16,16,1243,8,22,26,1,13,135,66,50,56.9
Marco Asensio,ESP,Aston Villa,"MF,FW",29,10,6,540,3,1,1,0,4.2,0.8,16,34,26,0.50,0.17,0.70,0.14,N/a,N/a,N/a,N/a,47.1,1.33,0.18,18.9,185,80.4,2637,90.7,84.4,29.4,13,15,8,2,34,27,4.50,3,0.50,7,5,9,6,2,0,2,1,287,4,26,119,147,24,13,53.8,38.5,178,500,16,18,4,7,8,201,26,8,7,2,23,22,0,1,0.0
Marcos Senesi,ARG,Bournemouth,DF,27,15,12,1014,0,0,5,0,0.8,0.2,12,51,5,0.00,0.00,0.07,0.02,N/a,N/a,N/a,N/a,0.0,0.00,0.00,6.0,493,76.6,10211,88.0,85.9,49.7,3,73,12,3,51,16,1.42,1,0.09,35,21,30,16,15,7,8,11,783,67,349,376,67,12,9,55.6,44.4,483,1465,12,14,0,6,5,493,5,19,7,0,10,67,23,27,46.0
Marcus Rashford,ENG,Manchester Utd,"FW,MF",27,15,12,978,4,1,2,0,1.7,2.1,20,21,79,0.37,0.09,0.16,0.19,N/a,N/a,N/a,N/a,56.3,0.83,0.25,16.4,253,73.8,3508,83.6,65.9,50.0,15,13,16,8,21,29,2.67,1,0.09,7,4,9,6,8,0,8,4,440,3,35,189,222,34,39,23.1,66.7,293,728,20,19,12,14,6,341,79,8,7,7,27,24,5,7,41.7
Marcus Rashford,ENG,Aston Villa,FW,27,10,4,444,2,2,0,0,3.1,2.3,22,13,42,0.41,0.41,0.62,0.46,N/a,N/a,N/a,N/a,27.8,1.01,0.06,19.4,117,71.3,1772,87.0,76.6,36.0,13,2,9,2,13,27,5.49,3,0.61,10,7,6,2,2,0,2,1,227,2,14,58,159,30,22,40.9,59.1,127,471,22,10,15,8,1,149,42,1,3,1,28,14,1,8,11.1
Marcus Tavernier,ENG,Bournemouth,"FW,MF",26,26,17,1670,3,5,5,0,5.4,2.8,41,102,106,0.16,0.27,0.29,0.15,N/a,N/a,N/a,N/a,30.0,0.81,0.06,20.2,552,72.4,9402,85.8,78.3,44.9,36,64,30,9,102,85,4.58,11,0.59,40,23,26,16,16,3,13,5,996,18,113,382,523,51,55,43.6,50.9,567,1625,41,40,7,39,43,641,106,28,23,4,91,101,25,31,44.6
Mario Lemina,GAB,Wolves,"MF,DF",31,17,15,1364,1,3,4,0,1.4,1.1,8,48,21,0.07,0.20,0.09,0.07,N/a,N/a,N/a,N/a,27.8,0.33,0.06,21.9,493,80.4,9479,85.0,87.7,61.1,10,43,13,4,48,26,1.71,5,0.33,51,31,29,9,12,7,5,27,809,92,324,378,119,18,16,62.5,25.0,382,1038,8,12,2,21,11,482,21,17,8,4,10,73,25,16,61.0
Mark Flekken,NED,Brentford,GK,31,33,33,2915,0,2,1,0,0.0,0.5,0,0,0,0.00,0.06,0.00,0.02,1.48,74.0,18.2,0.0,N/a,0.00,N/a,N/a,1144,73.3,33906,97.9,97.5,50.0,3,45,2,0,0,8,0.25,2,0.06,4,4,9,6,2,0,2,0,1662,1305,1615,52,0,0,1,100.0,0.0,1013,2919,0,0,0,3,0,922,0,0,3,0,0,36,4,0,100.0
Mark Travers,IRL,Bournemouth,GK,25,5,5,450,0,0,0,0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,1.00,80.0,20.0,N/a,N/a,0.00,N/a,N/a,100,70.4,3469,100.0,96.2,51.8,0,3,0,0,0,0,0.00,0,0.00,0,0,0,0,0,0,0,0,162,144,159,3,0,0,0,N/a,N/a,85,188,0,0,0,0,0,68,0,0,1,0,0,3,1,0,100.0
Marshall Munetsi,ZIM,Wolves,"MF,FW",28,11,10,878,1,1,0,0,3.0,1.5,7,8,26,0.10,0.10,0.31,0.15,N/a,N/a,N/a,N/a,33.3,0.51,0.07,14.8,125,72.7,1520,79.6,75.0,33.3,7,4,2,1,8,16,1.64,1,0.10,21,10,20,8,12,1,11,6,302,17,50,161,94,24,10,20.0,70.0,119,159,7,3,3,28,12,150,26,15,10,3,6,31,24,18,57.1
Martin Dúbravka,SVK,Newcastle Utd,GK,36,10,10,900,0,0,0,0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,1.20,70.7,50.0,N/a,N/a,0.00,N/a,N/a,265,79.6,5932,100.0,100.0,40.2,0,0,0,0,0,0,0.00,0,0.00,0,0,0,0,0,0,0,0,350,262,337,14,0,0,0,N/a,N/a,202,643,0,0,0,0,0,175,0,0,1,0,0,18,4,0,100.0
Martin Ødegaard,NOR,Arsenal,MF,26,27,24,2130,2,7,4,0,4.5,5.2,81,240,144,0.08,0.30,0.19,0.22,N/a,N/a,N/a,N/a,30.2,0.55,0.02,18.8,1140,82.9,17674,90.5,87.4,53.4,57,120,81,5,240,115,4.86,14,0.59,19,11,24,20,5,0,5,4,1549,7,107,655,801,105,55,41.8,54.5,1068,3388,81,73,23,33,38,1229,144,10,23,1,81,91,8,7,53.3
Mason Mount,ENG,Manchester Utd,"MF,FW",26,13,4,374,0,0,3,0,1.5,0.2,9,18,20,0.00,0.00,0.35,0.05,N/a,N/a,N/a,N/a,30.0,0.72,0.00,15.8,123,79.9,1727,85.7,79.5,60.0,5,9,3,1,18,14,3.37,0,0.00,8,2,8,2,7,1,6,2,200,3,27,95,81,18,4,0.0,75.0,130,278,9,9,2,9,9,151,20,13,7,0,9,11,3,6,33.3
Massimo Luongo,AUS,Ipswich Town,MF,32,9,2,196,0,0,0,0,0.0,0.0,0,5,1,0.00,0.00,0.00,0.00,N/a,N/a,N/a,N/a,N/a,0.00,N/a,N/a,43,75.4,613,90.0,68.8,42.9,0,1,0,0,5,0,0.00,0,0.00,8,5,7,3,4,2,2,2,77,9,33,25,19,1,0,N/a,N/a,40,25,0,0,0,2,3,44,1,1,2,0,1,10,1,0,100.0
Mateo Kovačić,CRO,Manchester City,MF,30,29,23,2049,6,1,5,0,1.7,3.6,52,149,15,0.26,0.04,0.08,0.16,N/a,N/a,N/a,N/a,29.3,0.53,0.15,22.5,1604,92.6,24956,95.1,95.7,64.3,29,189,28,0,149,63,2.77,6,0.26,67,38,63,33,20,0,20,20,1959,51,287,1126,567,16,39,51.3,28.2,1332,3573,52,73,3,19,29,1590,15,23,23,0,0,110,9,8,52.9
Mateus Fernandes,POR,Southampton,MF,20,33,31,2640,2,3,8,0,3.8,2.6,73,131,102,0.07,0.10,0.13,0.09,N/a,N/a,N/a,N/a,35.9,0.48,0.05,18.5,1001,79.8,16900,87.9,85.5,55.3,31,91,21,4,131,70,2.39,6,0.20,86,46,64,31,40,6,34,21,1617,59,345,798,511,46,98,44.9,45.9,836,2981,73,66,8,52,33,1000,102,42,53,4,104,165,13,9,59.1
Matheus Cunha,BRA,Wolves,"MF,FW",25,30,27,2425,15,6,3,0,7.9,7.3,104,131,147,0.56,0.22,0.29,0.27,N/a,N/a,N/a,N/a,41.2,1.48,0.15,20.6,743,71.9,11781,85.1,75.9,45.1,51,89,54,10,131,118,4.38,16,0.59,35,21,36,25,19,1,18,17,1425,22,173,657,643,117,130,44.6,43.8,819,3108,104,88,36,72,48,957,147,41,69,8,123,123,10,27,27.0
Matheus Nunes,POR,Manchester City,"DF,MF",26,24,17,1494,1,5,4,0,0.9,4.2,59,69,156,0.06,0.30,0.05,0.25,N/a,N/a,N/a,N/a,42.9,0.18,0.14,18.3,957,86.3,14863,91.3,88.2,64.9,21,45,25,7,69,39,2.35,6,0.36,32,21,34,19,14,3,11,13,1267,39,221,494,560,54,36,44.4,36.1,779,2131,59,31,22,29,13,916,156,28,17,6,39,60,13,16,44.8
Mathias Jensen,DEN,Brentford,MF,29,20,8,793,0,2,2,0,0.2,1.6,6,55,26,0.00,0.23,0.03,0.18,N/a,N/a,N/a,N/a,16.7,0.11,0.00,23.1,332,75.1,6157,87.4,78.6,55.7,15,39,17,2,55,37,4.19,4,0.45,13,9,15,8,13,4,9,8,518,24,117,220,184,9,15,60.0,26.7,276,541,6,8,0,8,6,318,26,7,10,0,31,45,8,5,61.5
Mathys Tel,FRA,Tottenham,FW,20,9,7,559,2,0,0,0,2.2,0.9,16,13,50,0.32,0.00,0.35,0.15,N/a,N/a,N/a,N/a,33.3,0.97,0.06,15.7,132,73.3,2396,84.7,72.6,70.8,9,9,9,4,13,15,2.42,0,0.00,6,2,7,5,3,0,3,0,266,1,27,95,152,30,30,26.7,60.0,182,551,16,16,7,16,9,192,50,6,7,0,25,27,1,2,33.3
Mats Wieffer,NED,Brighton,"MF,DF",25,21,6,692,1,2,4,0,0.7,1.3,12,49,17,0.13,0.26,0.10,0.17,N/a,N/a,N/a,N/a,50.0,0.52,0.13,12.9,452,86.4,7323,91.0,88.7,75.0,12,45,5,1,49,25,3.25,3,0.39,33,19,27,11,13,1,12,11,635,30,145,345,154,14,11,36.4,54.5,374,761,12,14,1,11,8,412,17,17,6,1,7,54,23,18,56.1
Matt Doherty,IRL,Wolves,DF,33,28,23,1965,2,1,6,0,1.0,1.5,29,76,40,0.09,0.05,0.05,0.07,N/a,N/a,N/a,N/a,30.0,0.14,0.20,11.4,1003,82.6,18738,90.4,86.5,61.7,11,88,14,1,76,24,1.10,3,0.14,37,20,24,8,26,15,11,21,1433,123,566,705,179,25,20,55.0,30.0,754,2050,29,19,4,11,5,909,40,18,11,2,18,99,48,19,71.6
Matt O'Riley,DEN,Brighton,MF,24,17,9,758,1,1,1,0,2.0,1.5,17,33,45,0.12,0.12,0.23,0.18,N/a,N/a,N/a,N/a,30.0,0.71,0.05,16.8,271,79.0,4302,90.8,80.4,51.9,16,26,7,0,33,35,4.16,4,0.48,15,9,12,8,6,3,3,12,437,16,66,194,179,36,12,58.3,33.3,232,471,17,11,6,14,3,259,45,11,11,1,42,23,4,7,36.4
Matthijs de Ligt,NED,Manchester Utd,DF,25,28,24,2089,2,0,3,0,2.5,0.3,7,55,6,0.09,0.00,0.11,0.01,N/a,N/a,N/a,N/a,50.0,0.39,0.11,7.9,1225,90.1,21549,94.1,94.5,50.5,6,63,2,1,55,14,0.60,1,0.04,30,22,32,9,29,21,8,33,1584,181,813,722,56,29,4,50.0,50.0,1063,2219,7,3,0,5,3,1142,6,16,12,2,6,66,57,29,66.3
Matty Cash,POL,Aston Villa,DF,27,24,21,1800,1,1,6,0,0.3,1.1,46,39,75,0.05,0.05,0.02,0.05,N/a,N/a,N/a,N/a,40.0,0.20,0.10,19.0,643,79.3,10761,90.2,80.2,52.3,10,37,8,4,39,22,1.10,2,0.10,47,27,34,10,18,7,11,21,1012,74,367,400,256,37,34,44.1,47.1,505,1618,46,34,4,17,9,575,75,25,16,1,33,64,17,19,47.2
Matz Sels,BEL,Nott'ham Forest,GK,33,34,34,3060,0,0,3,0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,1.21,73.8,38.2,0.0,N/a,0.00,N/a,N/a,454,50.5,17261,100.0,97.8,36.5,1,39,2,0,1,5,0.15,0,0.00,1,1,1,0,0,0,0,0,990,757,975,15,0,0,0,N/a,N/a,483,1481,0,0,0,0,0,383,0,0,10,0,0,11,14,2,87.5
Max Kilman,ENG,West Ham,DF,27,34,34,2988,0,1,4,0,1.4,1.2,29,106,6,0.00,0.03,0.04,0.04,N/a,N/a,N/a,N/a,18.2,0.06,0.00,8.4,1511,86.9,29227,92.2,92.8,58.4,16,100,4,0,106,28,0.84,3,0.09,30,17,23,4,55,37,18,37,2113,428,1178,848,103,30,20,70.0,10.0,1119,2917,29,12,2,16,2,1404,6,17,12,2,3,135,101,48,67.8
Maxence Lacroix,FRA,Crystal Palace,DF,25,31,31,2756,1,1,5,0,2.8,0.8,8,59,7,0.03,0.03,0.09,0.02,N/a,N/a,N/a,N/a,20.0,0.16,0.04,11.8,1093,81.9,22521,85.3,90.9,55.3,6,66,2,1,59,26,0.85,4,0.13,67,40,47,15,41,16,25,50,1737,314,1060,612,72,36,13,61.5,23.1,931,1946,8,4,0,21,3,1024,7,31,18,1,6,121,54,44,55.1
Michael Kayode,ITA,Brentford,DF,20,8,2,211,0,0,1,0,0.1,0.2,4,2,11,0.00,0.00,0.03,0.06,N/a,N/a,N/a,N/a,0.0,0.00,0.00,18.5,58,65.9,1060,73.3,68.9,45.5,2,3,1,1,2,6,2.56,1,0.43,11,7,5,0,0,0,0,2,112,13,47,36,31,7,3,66.7,33.3,44,149,4,2,2,3,0,41,11,5,1,0,7,15,1,1,50.0
Michael Keane,ENG,Everton,DF,32,11,9,852,2,0,5,0,0.4,0.1,1,12,3,0.21,0.00,0.05,0.01,N/a,N/a,N/a,N/a,37.5,0.32,0.25,14.8,258,81.6,5895,88.5,90.3,75.3,2,17,0,0,12,6,0.63,0,0.00,10,7,13,6,11,7,4,10,426,85,241,169,18,14,1,0.0,100.0,189,236,1,1,0,1,2,240,3,9,0,0,1,24,20,14,58.8
Michail Antonio,JAM,West Ham,FW,35,14,11,836,1,1,1,0,2.2,1.6,29,18,59,0.11,0.11,0.24,0.17,N/a,N/a,N/a,N/a,21.1,0.43,0.05,12.6,114,60.6,2183,72.2,59.7,71.0,9,11,6,2,18,22,2.37,4,0.43,2,2,3,1,6,0,6,0,296,3,26,124,151,36,27,33.3,48.1,173,695,29,13,9,35,19,221,59,12,7,4,25,22,17,22,43.6
Micky van de Ven,NED,Tottenham,DF,24,12,11,950,0,2,4,0,0.6,1.2,8,51,1,0.00,0.19,0.05,0.11,N/a,N/a,N/a,N/a,33.3,0.19,0.00,11.1,706,91.0,13313,91.7,96.5,62.5,2,50,1,0,51,11,1.04,2,0.19,10,6,14,6,9,6,3,10,862,101,442,393,36,9,8,50.0,50.0,599,1388,8,10,1,5,4,629,1,10,8,0,0,61,19,18,51.4
Miguel Almirón,PAR,Newcastle Utd,FW,31,9,1,157,0,0,0,0,0.5,0.3,3,6,18,0.00,0.00,0.30,0.15,N/a,N/a,N/a,N/a,33.3,1.15,0.00,14.2,54,81.8,707,92.9,81.3,33.3,3,3,1,0,6,8,4.59,0,0.00,3,2,3,1,2,0,2,0,81,1,10,35,36,9,2,50.0,50.0,54,93,3,3,2,0,2,59,18,1,3,2,0,4,0,2,0.0
Mikel Merino,ESP,Arsenal,"MF,FW",28,26,15,1418,6,2,2,0,4.4,1.9,9,62,88,0.38,0.13,0.28,0.12,N/a,N/a,N/a,N/a,37.5,0.76,0.19,10.5,422,78.0,5811,86.9,78.7,53.3,15,34,24,4,62,39,2.48,4,0.25,38,22,29,14,18,5,13,14,724,35,130,303,300,72,19,42.1,36.8,357,645,9,12,4,22,22,470,88,36,20,7,12,78,57,52,52.3
Mikey Moore,ENG,Tottenham,"FW,MF",17,7,2,185,0,1,0,0,0.2,0.3,9,7,30,0.00,0.49,0.10,0.16,N/a,N/a,N/a,N/a,0.0,0.00,0.00,19.5,48,71.6,593,96.8,65.0,20.0,3,1,5,1,7,10,4.86,2,0.97,0,0,1,1,1,0,1,1,96,1,10,22,65,12,11,9.1,81.8,68,239,9,3,4,6,4,73,30,3,4,2,12,5,1,4,20.0
Mikkel Damsgaard,DEN,Brentford,"MF,FW",24,34,30,2578,2,10,2,0,2.6,7.6,63,209,117,0.07,0.35,0.09,0.26,N/a,N/a,N/a,N/a,21.9,0.24,0.06,17.5,984,73.0,16907,85.6,73.3,53.6,57,149,66,17,209,112,3.91,21,0.73,74,41,71,44,34,2,32,25,1659,34,303,756,622,70,90,52.2,35.6,943,2679,63,42,9,53,43,1100,117,17,26,6,122,156,12,25,32.4
Milos Kerkez,HUN,Bournemouth,DF,21,35,35,3077,2,5,4,0,0.5,3.8,95,144,168,0.06,0.15,0.02,0.11,N/a,N/a,N/a,N/a,29.4,0.15,0.12,20.4,1214,75.2,18968,89.4,77.4,37.4,32,80,36,23,144,76,2.22,9,0.26,50,26,37,14,36,11,25,42,1974,105,512,831,654,58,44,45.5,31.8,986,3394,95,68,15,45,19,1072,168,28,45,1,125,156,25,48,34.2
Mohamed Salah,EGY,Liverpool,FW,32,34,34,3011,28,18,1,0,23.9,12.8,142,129,425,0.84,0.54,0.71,0.38,N/a,N/a,N/a,N/a,42.3,1.40,0.17,14.8,811,71.3,12057,83.7,69.9,58.9,80,49,82,13,129,153,4.57,26,0.78,20,11,16,9,11,0,11,7,1526,10,88,464,993,320,123,44.7,52.0,1046,3303,142,54,113,105,62,1276,425,22,33,16,67,93,9,12,42.9
Mohammed Kudus,GHA,West Ham,"FW,MF",24,28,28,2331,4,2,1,1,6.5,2.3,88,74,194,0.15,0.08,0.25,0.09,N/a,N/a,N/a,N/a,29.9,0.77,0.06,15.6,640,83.6,10429,90.0,89.3,68.5,27,42,26,12,74,95,3.67,6,0.23,33,19,27,17,23,1,22,4,1141,12,158,466,558,115,188,44.7,46.3,748,2317,88,56,39,66,88,888,194,35,58,18,70,125,10,35,22.2
Moisés Caicedo,ECU,Chelsea,MF,23,34,34,2991,1,2,10,0,0.8,2.9,38,194,33,0.03,0.06,0.02,0.09,N/a,N/a,N/a,N/a,16.7,0.09,0.06,25.1,1792,89.7,31004,92.2,92.5,77.8,28,215,31,2,194,90,2.71,7,0.21,100,63,80,30,44,9,35,47,2340,85,502,1442,421,12,54,42.6,35.2,1308,2919,38,28,2,35,23,1642,33,61,54,0,8,197,30,15,66.7
Morato,BRA,Nott'ham Forest,DF,23,23,5,799,0,0,2,0,0.2,0.0,0,14,1,0.00,0.00,0.02,0.00,N/a,N/a,N/a,N/a,50.0,0.11,0.00,8.6,181,74.2,3048,83.7,83.5,35.7,0,11,0,0,14,3,0.34,0,0.00,21,13,20,7,11,4,7,10,382,82,237,128,19,2,1,100.0,0.0,124,273,0,2,0,6,3,158,1,10,2,0,0,31,5,13,27.8
Morgan Gibbs-White,ENG,Nott'ham Forest,MF,25,30,30,2451,5,7,10,1,4.7,4.5,63,145,116,0.18,0.26,0.17,0.16,N/a,N/a,N/a,N/a,34.0,0.66,0.09,17.0,861,78.1,13218,85.1,81.0,58.1,46,114,35,7,145,101,3.71,17,0.62,39,18,30,15,14,4,10,18,1427,33,169,721,560,86,75,40.0,45.3,811,2350,63,46,12,66,39,1071,116,33,36,7,37,114,37,47,44.0
Morgan Rogers,ENG,Aston Villa,"FW,MF",22,34,34,2853,8,8,9,0,6.2,7.4,107,117,177,0.25,0.25,0.20,0.23,N/a,N/a,N/a,N/a,35.8,0.60,0.15,15.9,628,73.9,9245,81.4,76.2,79.7,48,71,52,2,117,101,3.19,14,0.44,36,18,39,20,25,7,18,5,1268,36,185,556,553,135,152,42.8,44.7,744,3032,107,64,33,104,68,897,177,46,48,2,22,108,11,43,20.4
Murillo,BRA,Nott'ham Forest,DF,22,33,33,2928,1,0,5,0,1.4,1.1,20,102,5,0.03,0.00,0.04,0.03,N/a,N/a,N/a,N/a,21.7,0.15,0.04,22.7,1016,77.9,20093,90.2,87.4,48.5,12,116,12,1,102,37,1.14,2,0.06,52,36,45,19,66,43,23,30,1729,386,888,762,93,20,33,78.8,21.2,737,2199,20,24,1,18,10,875,5,25,4,0,12,129,42,19,68.9
Mykhailo Mudryk,UKR,Chelsea,FW,24,7,1,151,0,0,0,0,0.3,1.0,7,5,12,0.00,0.00,0.15,0.58,N/a,N/a,N/a,N/a,100.0,0.60,0.00,11.6,28,66.7,431,70.8,66.7,50.0,2,2,2,1,5,6,3.60,0,0.00,2,2,0,0,3,1,2,0,62,3,12,15,38,6,8,37.5,62.5,39,227,7,8,0,3,7,42,12,2,2,1,7,9,2,4,33.3
Myles Lewis-Skelly,ENG,Arsenal,DF,18,20,13,1168,1,0,2,2,0.1,0.4,32,62,33,0.08,0.00,0.01,0.03,N/a,N/a,N/a,N/a,50.0,0.08,0.50,14.3,604,90.7,8945,95.8,90.3,65.0,7,55,8,1,62,24,1.85,0,0.00,22,14,10,0,2,1,1,6,772,20,137,425,224,14,26,46.2,34.6,443,1473,32,23,5,11,8,528,33,10,38,0,8,45,8,9,47.1
Nathan Aké,NED,Manchester City,DF,30,10,8,678,0,0,0,0,0.2,0.0,12,50,2,0.00,0.00,0.03,0.00,N/a,N/a,N/a,N/a,0.0,0.00,0.00,10.0,509,93.9,8321,98.0,97.1,58.8,1,42,1,0,50,8,1.06,0,0.00,9,7,6,2,7,2,5,3,596,51,205,331,61,5,1,100.0,0.0,403,1501,12,12,1,4,3,449,2,2,0,0,1,24,13,10,56.5
Nathan Broadhead,WAL,Ipswich Town,"MF,FW",27,16,6,605,1,0,1,0,1.5,0.6,17,12,27,0.15,0.00,0.22,0.10,N/a,N/a,N/a,N/a,60.0,0.89,0.10,15.4,149,76.0,2132,87.5,79.7,25.0,6,10,4,0,12,19,2.83,2,0.30,7,3,9,6,6,1,5,4,276,7,38,139,109,19,32,50.0,43.8,152,502,17,14,4,18,11,191,27,4,13,2,9,30,1,9,10.0
Nathan Collins,IRL,Brentford,DF,24,34,34,3060,2,3,5,0,2.5,1.8,28,113,18,0.06,0.09,0.07,0.05,N/a,N/a,N/a,N/a,35.3,0.18,0.12,10.7,1535,85.7,29301,87.7,92.5,59.7,10,98,7,2,113,30,0.88,8,0.24,36,21,31,10,69,49,20,32,2202,355,1153,898,161,65,12,50.0,41.7,1147,3697,28,10,0,16,8,1329,18,24,25,6,7,148,110,59,65.1
